TestDataID,Rating
1,4.516844272613525
2,4.25399112701416
3,4.339303016662598
4,2.7045915126800537
5,3.328914165496826
6,3.7473573684692383
7,4.424993515014648
8,3.2189271450042725
9,3.204378366470337
10,2.6866238117218018
11,4.0590643882751465
12,3.629107713699341
13,3.5423357486724854
14,3.599897861480713
15,3.3505139350891113
16,3.8908016681671143
17,3.94539737701416
18,3.8784146308898926
19,3.9189186096191406
20,3.4797496795654297
21,3.4761524200439453
22,4.2141900062561035
23,3.826176404953003
24,2.9458911418914795
25,3.3174266815185547
26,3.0145158767700195
27,3.350550413131714
28,3.318315029144287
29,2.247603416442871
30,3.19309139251709
31,2.639979600906372
32,2.8597779273986816
33,3.3540987968444824
34,2.8074796199798584
35,3.7877886295318604
36,3.5032670497894287
37,3.5330114364624023
38,2.9242284297943115
39,3.285700798034668
40,2.047274589538574
41,3.1085362434387207
42,3.7262282371520996
43,2.3260090351104736
44,3.905221939086914
45,3.5775516033172607
46,3.3445212841033936
47,3.26277494430542
48,3.9235830307006836
49,3.643247127532959
50,3.314828872680664
51,3.781679630279541
52,3.1767635345458984
53,3.9595251083374023
54,4.769731521606445
55,3.9680557250976562
56,3.4483165740966797
57,3.988222122192383
58,2.718740224838257
59,3.7159998416900635
60,3.620842456817627
61,3.1485302448272705
62,4.119783401489258
63,4.15045166015625
64,4.1747589111328125
65,4.193564414978027
66,3.8577139377593994
67,4.074010372161865
68,4.0446929931640625
69,3.3090415000915527
70,4.356634140014648
71,3.358029842376709
72,4.248838424682617
73,3.292064666748047
74,4.1146135330200195
75,2.921052932739258
76,3.0469088554382324
77,4.2220869064331055
78,4.082226276397705
79,4.14872932434082
80,4.055034637451172
81,3.9102325439453125
82,4.156647205352783
83,4.611553192138672
84,4.478707790374756
85,4.554141521453857
86,3.8364334106445312
87,4.84717321395874
88,4.0202741622924805
89,4.542804718017578
90,4.1186723709106445
91,4.128868103027344
92,3.9541401863098145
93,4.253988265991211
94,4.4188313484191895
95,4.220313549041748
96,4.198976039886475
97,4.1201324462890625
98,4.414185047149658
99,4.032610893249512
100,4.396076679229736
101,3.4457240104675293
102,4.019442558288574
103,4.839639186859131
104,4.00262975692749
105,3.899271011352539
106,4.459893226623535
107,4.044076919555664
